URL,Event ID,Event Name,Organizer Phone,Organizer Email,Organizer Website,Scraped At,Success
https://eventick.com.ar/evento/112,112,Maratón Internacional de Mendoza 2023,+54 01146862070,info@maratondemendoza.com,https://maratondemendoza.com/,2025-08-12T01:27:15.731Z,true
https://eventick.com.ar/evento/113,113,San Silvestre Buenos Aires 2022,+54 +541146862070,info@sansilvestrebuenosaires.com,https://sansilvestrebuenosaires.com/,2025-08-12T01:27:15.388Z,true
https://eventick.com.ar/evento/114,114,Media Maratón Ciudad de Mendoza 2023,+54 Sin telefono,info@mediamaratondemendoza.com,https://mediamaratondemendoza.com/,2025-08-12T01:27:15.900Z,true
https://eventick.com.ar/evento/115,115,Women Night Run 2023,+54 1146862070,info@sportsfacilities.com.ar,https://wnr.com.ar/,2025-08-12T01:27:15.701Z,true
https://eventick.com.ar/evento/116,116,The Black Music Run 2023,+54 1146862070,info@sportsfacilities.com.ar,https://blackmusicrun.com/,2025-08-12T01:27:16.069Z,true
https://eventick.com.ar/evento/117,117,10K Vicente López,+54 +54000,info@maratondebuenosaires.com,https://maratondebuenosaires.com/,2025-08-12T01:27:18.264Z,true
https://eventick.com.ar/evento/118,118,La hora del planeta 2023,+54 1146862070,info@sportsfacilities.com.ar,https://vidasilvestre.org.ar/,2025-08-12T01:27:18.331Z,true
https://eventick.com.ar/evento/119,119,Medio Maratón New Balance Buenos Aires,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:18.577Z,true
https://eventick.com.ar/evento/120,120,NB Maratón de Mar del Plata 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:18.750Z,true
https://eventick.com.ar/evento/121,121,NB 15K Córdoba 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:18.422Z,true
https://eventick.com.ar/evento/122,122,NB 30K Buenos Aires 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:20.804Z,true
https://eventick.com.ar/evento/123,123,NB 15K Rosario 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:21.239Z,true
https://eventick.com.ar/evento/124,124,NB 15K Buenos Aires 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:21.409Z,true
https://eventick.com.ar/evento/125,125,NB Trail Tandil 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:21.247Z,true
https://eventick.com.ar/evento/126,126,NB 15K San Juan 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:21.064Z,true
https://eventick.com.ar/evento/127,127,NB Medio Maratón de Mar del Plata 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:23.458Z,true
